56d985c92960b98ad76a48b10a062b0cd86795bf,2686,3097,16221,30422,11368,29087,35203,16195,31319,9064,14114,10384,5238,6652,34091,19072,4575,5933,6038,9111,32564,22831,17590,25198,20227,4416,5895,28775,33817,13358,24513,3631,17816,7488,22489,5367,8341,5007,2781,27867,27457,27500,27467,27466,27465,27501,27509,27502,27503,27464,27463,27504,27456,27461,27508,27507,27460,27454,27459,27455,27458,27506,27505,27462,27468,27472,27499,27494,27495,27492,27496,27491,27490,27489,27488,27487,27486,27485,27484,27483,27469,27497,27481,27480,27498,27479,27478,27477,27476,27475,27474,27473,27493,27471,27470,27482,0,27448,27452,27395
991411f0dca94f348c7bd3eae93b6e6c061605f1,21350,25246,4849,32542,6480,30930,24635,29434,18913,1208,35181,22472,21999,4569,25217,16013,13518,9977,29205,6939,20000,27466,10758,1202,1538,4287,33096,34356,30687,1959,18191,23046,28385,26882,10667,34673,29901,24781,26449,29837,25019,24601,9818,29098,23550,361,18370,11332,25715,34532,7278,19915,35585,23009,13721,16475,30206,4218,34002,10581,34519,13944,31595,18299,12001,31366,28311,27610,27460,27459,27643,27458,27457,27456,27455,27454,27453,27644,27452,27451,27450,27449,27645,27448,27646,27647,27435,27436,27437,27438,27439,27461,27440,27442,27443,27444,27445,27446,27447,27441
323fbb28144eefa3eabfa22bd310dfb0713de80d,22227,22566,2783,28702,3318,4786,28111,34221,21679,7004,5453,3317,34322,24545,10827,25004,17947,17693,28452,7572,8573,555,16033,24990,5007,34256,24154,7920,9506,18984,32808,13051,21678,13749,255,2291,16195,21981,4828,32555,3360,22791,2557,2499,6035,18988,30040,6530,15520,15727,16114,725,7171,7715,34917,28129,29867,27983,25546,28334,8765,26658,1276,32210,191,29305,13846,5127,25085,25591,5231,33012,18359,25489,3802,22092,30540,17542,32616,23089,11771,28374,2308,27307,32589,15149,10766,7985,7424,25653,28495,20863,31814,15084,21234,9,25518,23613,24625,3325
55c750f0951ca1021b26c0e758660bb8a2c49d3a,2291,1189,2308,28702,28289,26053,35474,6291,32433,30780,15982,26658,9992,31286,638,26072,21843,7523,29451,34605,8341,25546,34536,27354,2460,19055,23598,4575,3858,18909,28933,16195,24625,33564,17599,31090,4472,9708,23559,28284,7985,5007,20935,26315,1337,11352,23590,10272,11322,22541,35433,11902,20412,9768,18317,2750,24154,32080,16235,2797,2289,10581,17362,16167,7036,28740,31457,19132,13078,17281,9679,32125,29047,22489,27827,19118,4542,20000,2809,20479,1771,20140,25836,14734,3606,34519,2379,9959,27467,5116,7903,27777,1198,28495,21533,9953,17765,964,22956,10645
b458e3d697276a93aa6926caf1ff08e875933940,2291,29451,8341,6291,28702,33162,22541,1337,20000,1771,35474,7985,28289,20412,11369,30780,34021,28185,16195,17599,24552,5007,28661,22308,28933,29084,26894,27842,14076,26752,2308,24154,16823,3445,12725,6124,10581,22489,24625,1022,34519,12716,30828,34781,1209,4573,17575,16225,4822,15149,13069,7903,19514,11437,24626,4794,22862,15331,2044,24143,28284,30691,27806,27891,17509,34403,18858,30020,6201,30424,32791,11720,28168,24422,26369,9320,33466,2015,23943,2263,746,4852,19445,35471,35448,24774,23626,19055,20445,27413,13456,22463,8848,4787,25546,30924,14818,23084,32469,3606
249f748126e2babdf392ce3f0a1d5c280be87495,30384,13187,18918,18582,2308,31478,29283,17978,7590,11699,30401,28702,16344,17679,11633,11823,10328,9234,15977,16195,16302,28672,33656,21900,6589,12645,32670,28798,18912,30940,8341,6025,3344,19426,26643,20731,18114,10135,13548,17909,21894,29306,14106,1981,21802,22895,20195,11363,28720,12694,24906,30561,30157,14483,35055,11945,4889,6076,7956,18334,30649,14462,25921,25546,23590,7574,26439,7083,33129,27311,2181,22987,31895,22765,15043,13051,20974,27807,4178,9288,29106,30950,28296,22007,2561,27033,25675,33998,5521,22521,33456,26299,25919,11948,29160,22745,2628,8159,7903,3261
7999bb64aef0b29eb065ab9ced27135637eb87bb,8972,12798,28576,26130,19497,15028,10054,1822,14985,10900,32758,16881,17104,2250,10272,24682,27253,12076,8859,1909,10466,3361,33206,21512,11641,25010,14545,14590,7603,18394,7330,28198,24951,15464,33503,1459,28630,12580,23634,654,18621,14315,16275,29603,12849,7568,34484,23962,28902,711,25194,29300,1397,1947,33427,3444,1146,7150,34679,23374,33084,34644,10526,21595,28581,14592,14973,5992,10597,24444,27961,21445,7619,30274,1477,13185,13502,10648,27264,27898,35582,24955,20535,11381,28642,29956,2940,30164,34398,6851,25715,847,23995,26489,611,28146,12988,16989,34014,18883
617b8f66031cabfe5926a99ec0bab69634f7a15f,17392,30567,26172,15597,2803,17111,27550,6035,20412,12176,16820,16195,24548,5868,26596,21063,9827,35021,25246,16041,22556,25388,24879,11239,16335,5725,27025,9683,9986,11277,22903,24798,19384,11994,21198,9865,33242,18066,28289,16744,9679,3002,10344,20198,22385,35474,27903,4482,29733,12569,29039,10790,23201,5101,32278,4359,18127,955,19335,12006,32939,17743,5772,4666,30422,27829,16225,22489,34585,9384,19445,26768,20280,5841,24886,25427,28033,31090,20242,11676,5963,7085,2615,7026,32125,26360,23036,12115,32458,1506,15253,12088,1952,1712,28610,5032,6094,2535,13581,23256
c39fbe158c5cde44c1d1ce4a5031d736e73b2e63,26658,29451,8341,6291,28702,20000,11369,22541,1337,7985,35474,28289,20412,1771,28933,27842,16195,5007,26894,28185,6960,2308,22489,24154,11191,33162,29084,13069,34781,17599,24625,3445,15149,16225,22308,28284,30780,6124,29914,4822,34519,30828,16823,15177,24422,10581,17509,28591,27891,7903,4573,32988,22463,22945,34403,1022,22862,13078,26391,2044,4794,26974,32125,19072,7742,19514,19445,18858,26369,27373,28661,4575,2750,9320,12725,33252,11720,19055,27413,22642,17362,6897,14523,25546,27860,33113,23626,17111,32433,21547,14818,32990,23084,1705,32616,32469,32791,30424,6201,4787
ba5cfc5304e58e3e04047740b60f92ffbea2e394,26658,2291,8341,29451,28702,6291,22541,1337,20000,16195,3868,35474,28185,28933,27842,11369,1771,7985,16225,22489,13069,28289,16823,26894,20412,6124,2308,33162,8967,4822,29084,15149,3445,30828,7903,34781,24625,12725,955,27860,6959,20603,30780,1022,18023,4794,10581,28284,22862,17599,2044,4969,18858,32125,27891,19445,17509,34519,34403,24154,18608,2263,17111,28661,19514,28591,22642,9320,17417,11959,27413,25546,11720,3606,26369,23084,23626,9679,19055,14513,191,14818,32469,4569,5095,6201,30424,32791,13929,9856,6960,1705,6560,13251,14523,11437,17035,29458,2904,22463
