002511b392561fc1d426d875c386b356a6fc5702,2291,1189,26658,8341,1337,6291,29451,20000,2308,4573,27842,28289,22541,17599,19514,28702,5007,11369,22463,16195,16235,26894,33217,30780,30378,28185,7985,22489,16225,1771,18976,20054,28933,24625,29084,13069,5095,34519,20412,14408,22979,4822,32433,6790,22308,30691,12300,16823,15149,13078,27322,8099,32125,24154,26752,15837,9679,30600,27807,3606,20365,2263,25243,25546,19506,35474,28284,4575,18821,17392,14076,28591,34621,32616,16509,19395,15597,17920,24603,23191,22718,28661,27860,19068,191,32990,19132,4201,18527,17237,27806,17362,793,17111,4794,32703,7903,5752,28148,22642
003998bc33cddeba02428a43391c6716e523c8f7,2291,1189,26658,8341,1337,6291,29451,20000,2308,4573,27842,28289,22541,17599,19514,28702,5007,11369,22463,16195,16235,26894,33217,30780,30378,28185,7985,22489,16225,1771,18976,20054,28933,24625,29084,13069,5095,34519,20412,14408,22979,4822,32433,6790,22308,30691,12300,16823,15149,13078,27322,8099,32125,24154,26752,15837,9679,30600,27807,3606,20365,2263,25243,25546,19506,35474,28284,4575,18821,17392,14076,28591,34621,32616,16509,19395,15597,17920,24603,23191,22718,28661,27860,19068,191,32990,19132,4201,18527,17237,27806,17362,793,17111,4794,32703,7903,5752,28148,22642
005b1fab38cdeb9d5bb97debcf73b44050994a3e,2291,1189,26658,8341,1337,6291,29451,20000,2308,4573,27842,28289,22541,17599,19514,28702,5007,11369,22463,16195,16235,26894,33217,30780,30378,28185,7985,22489,16225,1771,18976,20054,28933,24625,29084,13069,5095,34519,20412,14408,22979,4822,32433,6790,22308,30691,12300,16823,15149,13078,27322,8099,32125,24154,26752,15837,9679,30600,27807,3606,20365,2263,25243,25546,19506,35474,28284,4575,18821,17392,14076,28591,34621,32616,16509,19395,15597,17920,24603,23191,22718,28661,27860,19068,191,32990,19132,4201,18527,17237,27806,17362,793,17111,4794,32703,7903,5752,28148,22642
005cc5d858319f13f88228f62341e5a4270f8e75,2291,1189,26658,8341,1337,6291,29451,20000,2308,4573,27842,28289,22541,17599,19514,28702,5007,11369,22463,16195,16235,26894,33217,30780,30378,28185,7985,22489,16225,1771,18976,20054,28933,24625,29084,13069,5095,34519,20412,14408,22979,4822,32433,6790,22308,30691,12300,16823,15149,13078,27322,8099,32125,24154,26752,15837,9679,30600,27807,3606,20365,2263,25243,25546,19506,35474,28284,4575,18821,17392,14076,28591,34621,32616,16509,19395,15597,17920,24603,23191,22718,28661,27860,19068,191,32990,19132,4201,18527,17237,27806,17362,793,17111,4794,32703,7903,5752,28148,22642
006d3c79b9ed677280f8ddbc422d7b0fedd6d1fa,2291,1189,26658,8341,1337,6291,29451,20000,2308,4573,27842,28289,22541,17599,19514,28702,5007,11369,22463,16195,16235,26894,33217,30780,30378,28185,7985,22489,16225,1771,18976,20054,28933,24625,29084,13069,5095,34519,20412,14408,22979,4822,32433,6790,22308,30691,12300,16823,15149,13078,27322,8099,32125,24154,26752,15837,9679,30600,27807,3606,20365,2263,25243,25546,19506,35474,28284,4575,18821,17392,14076,28591,34621,32616,16509,19395,15597,17920,24603,23191,22718,28661,27860,19068,191,32990,19132,4201,18527,17237,27806,17362,793,17111,4794,32703,7903,5752,28148,22642
00a1334b36850eb6abbdeae83ade7912284366c2,2291,1189,26658,8341,1337,6291,29451,20000,2308,4573,27842,28289,22541,17599,19514,28702,5007,11369,22463,16195,16235,26894,33217,30780,30378,28185,7985,22489,16225,1771,18976,20054,28933,24625,29084,13069,5095,34519,20412,14408,22979,4822,32433,6790,22308,30691,12300,16823,15149,13078,27322,8099,32125,24154,26752,15837,9679,30600,27807,3606,20365,2263,25243,25546,19506,35474,28284,4575,18821,17392,14076,28591,34621,32616,16509,19395,15597,17920,24603,23191,22718,28661,27860,19068,191,32990,19132,4201,18527,17237,27806,17362,793,17111,4794,32703,7903,5752,28148,22642
00c06db043337cd60415ab3538d89360feafd96d,2291,1189,26658,8341,1337,6291,29451,20000,2308,4573,27842,28289,22541,17599,19514,28702,5007,11369,22463,16195,16235,26894,33217,30780,30378,28185,7985,22489,16225,1771,18976,20054,28933,24625,29084,13069,5095,34519,20412,14408,22979,4822,32433,6790,22308,30691,12300,16823,15149,13078,27322,8099,32125,24154,26752,15837,9679,30600,27807,3606,20365,2263,25243,25546,19506,35474,28284,4575,18821,17392,14076,28591,34621,32616,16509,19395,15597,17920,24603,23191,22718,28661,27860,19068,191,32990,19132,4201,18527,17237,27806,17362,793,17111,4794,32703,7903,5752,28148,22642
00f7c493ee64884998ea98d9f5bed87bc4a0afcf,2291,1189,26658,8341,1337,6291,29451,20000,2308,4573,27842,28289,22541,17599,19514,28702,5007,11369,22463,16195,16235,26894,33217,30780,30378,28185,7985,22489,16225,1771,18976,20054,28933,24625,29084,13069,5095,34519,20412,14408,22979,4822,32433,6790,22308,30691,12300,16823,15149,13078,27322,8099,32125,24154,26752,15837,9679,30600,27807,3606,20365,2263,25243,25546,19506,35474,28284,4575,18821,17392,14076,28591,34621,32616,16509,19395,15597,17920,24603,23191,22718,28661,27860,19068,191,32990,19132,4201,18527,17237,27806,17362,793,17111,4794,32703,7903,5752,28148,22642
0107197bd5e2521cfa1cfde3faf9a6b39e8ba9e3,2291,1189,26658,8341,1337,6291,29451,20000,2308,4573,27842,28289,22541,17599,19514,28702,5007,11369,22463,16195,16235,26894,33217,30780,30378,28185,7985,22489,16225,1771,18976,20054,28933,24625,29084,13069,5095,34519,20412,14408,22979,4822,32433,6790,22308,30691,12300,16823,15149,13078,27322,8099,32125,24154,26752,15837,9679,30600,27807,3606,20365,2263,25243,25546,19506,35474,28284,4575,18821,17392,14076,28591,34621,32616,16509,19395,15597,17920,24603,23191,22718,28661,27860,19068,191,32990,19132,4201,18527,17237,27806,17362,793,17111,4794,32703,7903,5752,28148,22642
0118d4558afda9bdaa39ec3ea3dbe62f12604d4d,2291,1189,26658,8341,1337,6291,29451,20000,2308,4573,27842,28289,22541,17599,19514,28702,5007,11369,22463,16195,16235,26894,33217,30780,30378,28185,7985,22489,16225,1771,18976,20054,28933,24625,29084,13069,5095,34519,20412,14408,22979,4822,32433,6790,22308,30691,12300,16823,15149,13078,27322,8099,32125,24154,26752,15837,9679,30600,27807,3606,20365,2263,25243,25546,19506,35474,28284,4575,18821,17392,14076,28591,34621,32616,16509,19395,15597,17920,24603,23191,22718,28661,27860,19068,191,32990,19132,4201,18527,17237,27806,17362,793,17111,4794,32703,7903,5752,28148,22642
